Data set,Method,Fingerprint,Confidence level (%),Recovery Rate,Area Under ROC Curve
BRD3,SB-DFP,ECFP4,99.9999,0.631355932203,0.888172572033898
BRD3,SB-DFP,ECFP4,99.9999,0.661016949153,0.936279754237288
BRD3,SB-DFP,ECFP4,99.9999,0.572033898305,0.943980906779661
BRD3,SB-DFP,ECFP4,99.9999,0.758474576271,0.95858431779661
BRD3,SB-DFP,ECFP4,99.9999,0.652542372881,0.912366504237288
BRD3,SB-DFP,ECFP4,99.9999,0.559322033898,0.826021220338983
BRD3,SB-DFP,ECFP4,99.9999,0.588983050847,0.956388641949153
BRD3,SB-DFP,ECFP4,99.9999,0.572033898305,0.976948843220339
BRD3,SB-DFP,ECFP4,99.9999,0.648305084746,0.974952341101695
BRD3,SB-DFP,ECFP4,99.9999,0.703389830508,0.978074917372881
BRD3,SB-DFP,MACCS,99.9999,0,0.704576199152542
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.657720582627119
BRD3,SB-DFP,MACCS,99.9999,0,0.591892036016949
BRD3,SB-DFP,MACCS,99.9999,0,0.591980980932204
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.52522663559322
BRD3,SB-DFP,MACCS,99.9999,0,0.77349063559322
BRD3,SB-DFP,MACCS,99.9999,0,0.526416292372881
BRD3,SB-DFP,MACCS,99.9999,0,0.59200517161017
BRD3,SB-DFP,MACCS,99.9999,0,0.681872338983051
BRD3,SB-DFP,MACCS,99.9999,0,0.544514180084746
BRD3,SB-DFP,MACCS,99.9999,0,0.704836858050847
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.736068991525424
BRD3,SB-DFP,MACCS,99.9999,0,0.525227449152542
BRD3,SB-DFP,MACCS,99.9999,0,0.591912514830509
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0.00423728813559,0.592071548728814
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.76642301059322
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.704138338983051
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.704246319915254
BRD3,SB-DFP,MACCS,99.9999,0,0.592069616525424
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.704365021186441
BRD3,SB-DFP,MACCS,99.9999,0,0.759098256355932
BRD3,SB-DFP,MACCS,99.9999,0,0.704043516949153
BRD3,SB-DFP,MACCS,99.9999,0,0.738937279661017
BRD3,SB-DFP,MACCS,99.9999,0,0.70445943220339
BRD3,SB-DFP,MACCS,99.9999,0,0.591834707627119
BRD3,SB-DFP,MACCS,99.9999,0,0.70428545338983
BRD3,SB-DFP,MACCS,99.9999,0,0.704443241525424
BRD3,SB-DFP,MACCS,99.9999,0,0.696547408898305
BRD3,SB-DFP,MACCS,99.9999,0,0.681275459745763
BRD3,SB-DFP,MACCS,99.9999,0,0.657439216101695
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.704418900423729
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.775692213983051
BRD3,SB-DFP,MACCS,99.9999,0,0.704507533898305
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.616317875
BRD3,SB-DFP,MACCS,99.9999,0,0.70428168220339
BRD3,SB-DFP,MACCS,99.9999,0,0.756583430084745
BRD3,SB-DFP,MACCS,99.9999,0,0.703954129237288
BRD3,SB-DFP,MACCS,99.9999,0,0.704631519067797
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.694813540254237
BRD3,SB-DFP,MACCS,99.9999,0,0.722165819915254
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.592073936440678
BRD3,SB-DFP,MACCS,99.9999,0,0.592029430084746
BRD3,SB-DFP,MACCS,99.9999,0,0.704492273305085
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.702300667372881
BRD3,SB-DFP,MACCS,99.9999,0,0.589634658898305
BRD3,SB-DFP,MACCS,99.9999,0,0.777611082627119
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.669388894067797
BRD3,SB-DFP,MACCS,99.9999,0,0.704292538135593
BRD3,SB-DFP,MACCS,99.9999,0,0.764200398305085
BRD3,SB-DFP,MACCS,99.9999,0,0.811030860169491
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.690928951271186
BRD3,SB-DFP,MACCS,99.9999,0,0.704434711864407
BRD3,SB-DFP,MACCS,99.9999,0,0.71901463559322
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.704721552966102
BRD3,SB-DFP,MACCS,99.9999,0,0.702656423728813
BRD3,SB-DFP,MACCS,99.9999,0,0.718669099576271
BRD3,SB-DFP,MACCS,99.9999,0,0.681307447033898
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.762592552966102
BRD3,SB-DFP,MACCS,99.9999,0,0.5
BRD3,SB-DFP,MACCS,99.9999,0,0.70277469279661
BRD3,SB-DFP,MACCS,99.9999,0,0.704562627118644
BRD3,SB-DFP,MACCS,99.9999,0,0.764664542372881
